"created_at","screen_name","text","retweet_count","name","location","description","followers_count","long","lat"
"2020-08-13 03:20:49","bradmwest","Please don't go. #Space

https://t.co/l6aQ2vDXqK",0,"Brad West 📱","Palm Coast, FL","Just a socially awkward social media guy. Digital Media Coordinator
👨‍💻🖱️📱📸🎥

*Opinions are my own.",1106,-81.2078699,29.5844524
"2020-08-13 03:03:15","SASIArizona","Astronomers have used the Arecibo radio telescope to study the cosmos since 1963: https://t.co/HU1QRmNoj5 #space #astronomy",3,"The Science Arts and Space Institute","Tucson, AZ","Our mission is to share a passion for science, the arts & space by providing exceptional programs, exhibits & resources that are accessible to everyone.",732,-110.9747108,32.2226066
"2020-08-13 02:51:32","MelEnterkin","Cecilia Payne. Look her up!! #womenintech #womeninscience #womenleaders #science #astronomy #astrophysics #space #stars #",1,"Mel","Alabama, USA","Mom, wife, carver. Taking care of my critically ill husband.  #carving #folkart #eclectic #geek #kywoman #magpie #forestdweller #barefoot #natureworshiper",45,-86.902298,32.3182314
"2020-08-13 02:39:30","antiquelove22","#Vintage Unused #ValentinesDay #GreetingCard Featuring an #Astronaut Boy #Valentine #Retro #Space Age Theme #Valentines https://t.co/ONWnDAJL4f via @Etsy #Etsy #EtsyShop #ShopEtsy #VintageEtsy #EtsySeller #EpiconEtsy #EtsyFinds #EtsyVintage #VintageStyle #Love #Ephemera",0,"Antique Love","Silver Spring, MD","Antique Love was created by a husband and wife who share a passion for the beauty of and memories within antiques and ephemera. http://t.co/4JXk1AWlw0",1537,-77.0191666666667,39.0015
"2020-08-13 02:08:06","LlMatthew","NASA Releases Images of Lightning Superbolts on Jupiter #Space #NASA https://t.co/KwKibOOtvJ",0,"Matthew Lance","Bay City Michigan","Right of center comic book loving life long Detroit Red Wings fan spreading joy and enlightenment.",1545,-83.8888647,43.5944677
"2020-08-13 01:18:10","LaydenRobinson","A costly victory, and act of treason; a secret that could shatter it all. Read the masterful #SciFi here here &gt; https://t.co/dYDbNr7oLs #WednesdayThoughts #SFF #sciencefiction #military #space #Kindle @DavidRebbitt",0,"Layden Robinson","San Diego, CA","""Don't ever be ashamed of your story.  Somewhere there is someone who will be inspired by it.""
Contact for Social Media Assistance: robinsonderek@hotmail.com",82684,-117.1610838,32.715738
"2020-08-13 00:44:34","nanuuiy","SPACEEEEEEE
#myart #fanart #Portal #glados #myartwork #chell #Space #Valve https://t.co/Ni18awHqVW",0,"a certain green gem ruined my life","Mexico","SOME BODY- yeah idk i draw ,you know",44,-103.7,23.3833333333333
"2020-08-13 00:30:32","paint27","(つ・▽・)つ #Vintage Lego #Space builds and repairs! https://t.co/QHkRbj8vB3  #lego",0,"🖌2️⃣7️⃣","Bloomington IN","Chaos 🐒 , **warning sarcastic** , Druid, wearer of many hats : 👨‍👩‍👧👩‍🎨👩‍🏫👷‍♀️👩‍🌾🐑🐇🐔👩‍🍳👩‍🔧👩‍💻",853,-86.5263857,39.165325
"2020-08-13 00:27:05","EdRonline","#NegevDesert, #Israel. A #meteor streaks across the sky above a camping site. The #PerseidsMeteorShower occurs every year when the #Earth passes through the cloud of debris left by the #comet #SwiftTuttle. Photograph: Menahem Kahana/AFP/Getty Images #astronomy #space https://t.co/yzFFJoZ1N9",2,"ERoz","Philadelphia, PA","",83,-75.1652215,39.9525839
"2020-08-13 00:25:52","geoffnotkin","Thrilled that the admirable @Lori_Garver is our guest on this week's @nss #Space Forum. She's an inspiring public speaker, author, industry leader, former #NASA deputy, and advocate for #WomenInSTEM + #education ✨ Don't miss it! https://t.co/BF7cTaFCbc",3,"Geoffrey Notkin","Tucson, AZ","National Space Society President @NSS | TV host @MeteoriteMen | CEO @MeteoritesAZ | Emmy winner | @TEDx speaker | Author | Filmmaker | https://t.co/2gjTyOWvX3",15069,-110.9747108,32.2226066
"2020-08-13 00:15:42","astrosociology","The future of #space exploration and settlement will increasingly involve humans beyond Earth's atmosphere, &amp; thus the HUMAN sciences need to increase their educational &amp; research involvement to finally reach a holistic approach. (Additionally, space affects humans on Earth). https://t.co/lYA3jomZ2n",4,"Jim Pass, Ph.D. / Astrosociologist","Huntington Beach, CA","Founder of #astrosociology & CEO, Astrosociology Research Institute (ARI), a 501(c)(3) nonprofit edu./research org. The #SocialSciences are vital 4 #space, too!",2806,-117.9988026,33.6594835
"2020-08-13 00:08:19","Arachie92","#Jupiter time lapse animation of around 50 minutes from my backyard. 

#Astrophotography #astronomy #telescope #space #planet #photography #nasa https://t.co/3IDZssRSKd",9,"Photon’s End","California, USA","Amateur Astrophotographer",24,-119.4179324,36.778261
"2020-08-13 00:05:24","stanshull","Excellent article by @spacereportr on an important development for the #space industry:
""For years space industry entrepreneurs and investors bemoaned the lack of exits...Exits are now on the rise.""
https://t.co/FD0Ow7TrEl",1,"Stan Shull","Seattle, WA","Space & software industry consultant: strategy, partnerships & ecosystem development. Love maple syrup.",612,-122.3320708,47.6062095
"2020-08-13 00:01:11","BigMex_1UP","Not many people have seen the details on my custom Aquabats rash guard. I call the design the Space Cadet. How many “patches” can you identify? #aquabats #rashguard #ska #space #nasa #jpl #theskatelites #ugsf #tta #tomorrowland #servotron #apollo9 #devo #roswellrayguns https://t.co/cOT8WJt7YU",0,"Noe Valladolid","Long Beach, CA","A blog and podcast focused on fighting games, culture, art and history. Been writing about games for over two decades. Always looking to expand into new forums",176,-118.1937395,33.7700504
"2020-08-12 23:06:51","galaxyalpha","#Arecibo Observatory in #PuertoRico suffers serious damage after cable breaks #Space https://t.co/C96iYCmHMw",2,"GalaxyAlpha 🇺🇸","Colorado, USA","Marxism is the enemy of individual freedom. Socialism is the enemy of economic prosperity. Communism is the death of both. -GA ...The galaxy next door awaits...",105,-105.7820674,39.5500507
"2020-08-12 22:55:01","CommoTariTendo","SCIENCE NASA Logo Mashup Geek Nerd Space Skateboard Laptop Phone Decal Sticker
#SCIENCE #NASA #Geek #Nerd #Space #Decal #Sticker #Ebay #BIN #CommoTariTendo

https://t.co/pixsm6C3gI https://t.co/iS2635lWEX",5,"CommoTariTendo","Ohio, USA","Serial Retweeter. Small Business Supporter. #BlackLivesMatter",1195,-82.907123,40.4172871
"2020-08-12 22:15:45","RealTime1960s","August 12, 1960 - ""Echo 1,"" the first balloon satellite, was successfully launched by #NASA from Cape Canaveral today. It is the forerunner of a new mode of communications by which messages and eventually T.V. broadcasts will be relayed across oceans by way of satellites.

#space https://t.co/V4W6LRvXND",2,"Tweets from the 1960s","New York, NY","Telling the story of the 1960s in real time through tweets, 60 years later. A project by @gothamvariety",468,-74.005974,40.712776
"2020-08-12 21:57:03","Gatiano8888","#Words can #enlighten or they can #confuse. It all depends how they are used.  #moving through #time &amp; #space https://t.co/gq0JtraQph",0,"Anthony Grennes","Texas","Author of the science fiction short stories The Other Tribe Among Us -Tribu Agua Luz - https://t.co/4rwjfdidk3 Kindle  #Diver #Climber #Cyclist #Traveler #Yogi",3923,-99.9018131,31.9685988
"2020-08-12 21:20:23","BlackBirdCD","Join me tonight, 6pm PST, for another livestream painting on #twitch - https://t.co/JZgX9w2k82 #spaceart #sciencefictionart #space #pleiades https://t.co/3nT2C1lzbG",0,"Christopher Doll","Seattle, Washington","Science Fiction Artist, Book Covers, Concept Art, Small-Business Owner https://t.co/TSUp82BBJB Twitch: https://t.co/0yzFabzXnb",1143,-122.3320708,47.6062095
"2020-08-12 21:06:16","LadyRocketSpace","⁦@VanityFair⁩ is a star maker and trend setter on #Earth. How about #Space #Vanity ⁦@LadyRocketSpace⁩ -exploring  potential @LadyRocketSpace⁩  vision #Vanity on Mars; my #Mars and Earth  fashion show celebrates our need to be better on Earth before we go in Space! https://t.co/7bEy7SbAci",4,"Lady Rocket Eva Blaisdell","Los Angeles, CA","Passionate Space entrepreneur, new Space Media ,Space ThinkTank,founder California Space Center,Space Culture, “ be better on Earth before we go in Space",1513,-118.2436849,34.0522342
"2020-08-12 20:36:33","BeforeOrion","Are superheroes founded in #space #science? 

@dconspacetrack @efforums @dconscitrack @Sci_Phile @becausescience @bernietayloror @dcolanduno 

Watch/Subscribe/Share #DragonCon 2020 Skeptics Track on https://t.co/YFPhnY7LJu",1,"Before Orion","Oregon, USA","Exploring mankind w/ Bernie Taylor @BernieTaylorOR - author, Before Orion: Finding the Face of the Hero https://t.co/e5TPfHbPPd #beforeorion #neurodiversity",350,-120.5542012,43.8041334
"2020-08-12 20:34:56","_pamela_davis","East Of Tranzotica is an island of peace on a journey to escape the stress of our daily lives
https://t.co/KIG4U6xFSb
#meditation #SpaceX  #chill #relaxation #4thofJuly  #avantgardemusic #vapers #safecannabis #smokeweedeveryday #stoned #pot #instaweed #vape #smoke #Now #Space",1,"Pamela Davis","Jupiter, FL","",134,-80.0942087,26.9342246
"2020-08-12 20:32:58","a_leinfelder","Seismologists are avidly listening to the winds of Mars. For @RiceUniversity researchers, the sound of dust blowing across the Red Planet (and a complex statistical measurement) allowed them to measure the layers beneath its surface #Mars #space https://t.co/xp3Q1IltfX",0,"Andrea Leinfelder","Houston, TX","Space reporter @HoustonChron. Foodie, adventure seeker and dog mom. @UFlorida alumna. Send tips and favorite sci-fi references to andrea.leinfelder@chron.com.",3174,-95.3698028,29.7604267
"2020-08-12 20:21:54","TomHall","🌈🌎

Incredible Aurora Borealis

over Canada from the

@Space_Station.

🌈🌎

#TimeLapse #Space #ISS 
via @Astromaterials pls follow 

https://t.co/nFuLvmoq4L",105,"Tom Hall ☘","Santa Monica, California","Premier Twitter Consultant to CEOs, Entertainers, Influencers & Thought Leaders; We Build Strategic Twitter Followings. Connoisseur of Adventures & Cocktails!☘️",604255,-118.4911912,34.0194543
"2020-08-12 19:58:51","ursus88","I'm giddy!  thanks @davidcrummey for the tweet.  i might have missed it!  #asteroid #space #Bennu https://t.co/Ot4vRcgmjc",2,"Gretchen","Mesa, AZ","Sound Artist ... Integral Sound Healing and acupressure for Animals & People. Lover of the Moon, stars, music, art & animals of all types especially #bears",130,-111.8314724,33.4151843
"2020-08-12 19:44:25","CtrlPod","Did you listen to Nova Outpost, yet? Our first entry into One Shot-apalooza that features a system created by one of our very own testers. You must be stranded somewhere in space. Don't worry, Variable, we're sending a search party to where podcasts are found #dnd #ttrpg #space https://t.co/yjvKBkVTXD",2,"CtrlGroup TTRPG Podcast","Chicago, IL","A Podcast where we test #TTRPG systems so you dont have to ft BIPoC and Queer Chicago Comedians. Where podcasts are found! 🎲🏳️‍🌈✊🏾🎭🎲",442,-87.6297982,41.8781136
"2020-08-12 19:22:23","ybruzual","🇵🇷 Exclusive access @NAICobservatory @Cla_Cordova after Hurricane Maria. 
With 🎥: @photogtony 
I decided to share this story again since the big development today is that it has been damaged. 
Thank u @Jon_Shaban
Re: heads up on this #nasa #Space 
https://t.co/sdY5fyM1ib https://t.co/sPru4QIqOB",0,"Ybeth Bruzual","Orlando, FL","🏆📺 Emmy Award winning anchor/reporter at @mynews13 Spectrum News.  
I ♥️ Politics & Krispy Kreme + @UCF ➡️Squad⬅️ @MaureenMcCann13 ☀️☔ @JerryHume 🚦🚘",5805,-81.3792365,28.5383355
"2020-08-12 19:11:21","virgilvox","Woo! @planetlabs launched a developer API trial program today! Good news for anyone looking to incorporate quality satellite imagery into an application or project :D 

#serverless #iot #space #hacktheplanet #api 

https://t.co/cwx0T6Fv1s",3,"Moheeb Zara","Phoenix, AZ","Senior Developer Advocate - @AWScloud Serverless // @heatsynclabs , @asanspace Hardware hacker, artist, roboticist - thoughts my own. Immigrated from 🇵🇰 ‘92",2909,-112.0740373,33.4483771
"2020-08-12 18:34:45","astronomywriter","ESO: ALMA Sees Most Distant Milky Way Look-Alike
https://t.co/Cg0Ixy4kDt
#astronomy #space #science #news",0,"Richard J. Bartlett","Los Angeles, CA","Writer, former monthly columnist for #Astronomy magazine and author of numerous books for astronomers of all levels. Pro human decency, vehemently anti-Trump.",975,-118.2436849,34.0522342
"2020-08-12 18:38:03","PurdueEngineers",".@LifeatPurdue-affiliated Adranos Inc. will use our Zucrow Labs’ heated air system in hypersonic research for @USArmy contract. Adranos developed a high-performance solid rocket 🚀 fuel, ALITEC for #missile and #space launch systems. https://t.co/berdE6SPy4 https://t.co/cesQvZqpym",4,"Purdue Engineering","West Lafayette, IN","The official twitter of Purdue University College of Engineering - https://t.co/il5M8Y2ygV",7740,-86.9080655,40.4258686
"2020-08-12 18:37:14","MirastellGame","Woah! We finally learned to make images for the space puns!!!!

Check Mirastell out on Steam:
https://t.co/I4eBoZHUo5

#puns #gamedev #indiegame #space #Steam #game #joke #gamer #startup #IndieGameDev #MarketingDigital https://t.co/nJJwWiai3G",1,"Mirastell","New York","Mirastell is a 2D adventure game with a unique flavor of turn based combat, set on a mysterious, abandoned space cruise liner.",37,-74.0059728,40.7127753
"2020-08-12 18:18:57","IngridMoss","I'm so fascinated by this...#space #spacecruiser #tenacity 
https://t.co/bLl90gX1GG",0,"Ingrid Moss","Los Angeles, CA","Writer, Filmmaker, Actor, Animation VO ⛲️ Explorer 🧭 Family, sports, music, joy, tech, dog/cat/anole lizards lover. Mystery & Adventure seeker.",1719,-118.2436849,34.0522342
"2020-08-12 17:51:06","riomarcos1","My artwork ""Departure"" is available in tshirts, hoodies, tanktops, here:
https://t.co/O4OeqOCRZJ

#tshirtdesign #tshirt #tshirts #scifi #SciFiSunday #SciFiFathersDayGifts #hoodies #hoodie #tanktop #sticker #Stickers #SpaceSaturday #Space #spaceship #Cosmos
#SciFriday #artprints https://t.co/08IptICJjc",0,"Riomarcos Go Brrr! Free Hong Kong! Free Belarus!","Washington, DC","Illustrator, Graphic Designer, Pizza Eater",349,-77.0368707,38.9071923
"2020-08-12 17:46:46","EstefanieNelly","Veggies were artificially grown aboard #space station. https://t.co/5NMggiT7xt",1,"Nelly Estefanie Garduno","Texas, USA","I’m a life enthusiast/ physician/ researcher/ illustrator /vegetarian.",25,-99.9018131,31.9685988
"2020-08-12 17:16:42","drewvancamp","🚀 REVO v0.34.1 helps you equip new weapons and keep your eye on the action, plus it might work better now with your favorite input device. Why not try it yourself? I'm looking for player feedback. Details: https://t.co/Lge7ojvQGq

#indiegames #gamedev
#spaceships #space #shmup",2,"Cosmic Misfit Drew 🚀","Lexington, KY","Scifi video games for Cosmic Misfit Studio @cosmicmisfit. Original synth music. Neon graphics. #neon #retro #scifi #synthwave #indiegame #gamedev #cyberpunk",783,-84.5037164,38.0405837
"2020-08-12 17:11:04","sKOOBenny","#Space #Stories with an #astronaut  Head over to youtube to watch the full story. 

https://t.co/91psosC683
#nasa #SpaceX #SpaceForce #Shuttle #launch https://t.co/QJBm6SIJqz",0,"🚀","Dallas TX","Believer, Dad, Husband, Astronaut, Space Aficionado  #NASA

For Scheduling and Appointments
Diana- 817-507-9453",31,-96.7969879,32.7766642
"2020-08-12 16:55:41","EXAIR","TRUE OR FALSE: The Earth gets 100 tons heavier every day due to falling meteoroids and big rocks. #science #space https://t.co/NYRr5TdocL",0,"EXAIR Corporation","Cincinnati, OH","Manufacturing Intelligent Compressed Air Products Since 1983",37479,-84.5120196,39.1031182
"2020-08-12 16:55:27","MincoProducts","Our Virtual Career Fair is now live! It’s not too late to reserve an interview slot. Apply now: https://t.co/gioWL2E6ee #career #job #engineer #manufacturing #pcb #military #aero #space #medical https://t.co/shqfzTXEgJ",0,"Minco","Minneapolis, MN","Minco designs and manufactures thermal, temperature sensing and control, and flex circuit solutions for some of the world’s most demanding applications.",116,-93.2650108,44.977753
"2020-08-12 16:53:13","spaceportla","🚨🚨🚨😬😬😬
This surely doesn't look good in the long run... 🌍🌎🌏💫💫💫
#Space #Debris #Rockets 🚀 #UpperStages #LEO https://t.co/m2RlcMyBy2",1,"Spaceport LA","Los Angeles, CA","SpaceportLA aims to unite, build, and support a space professionals’ community in Los Angeles. We are enthusiasts, architects, engineers, and more! #SpaceportLA",888,-118.2436849,34.0522342
"2020-08-12 16:51:07","JeffDuntemann","I don't think it was commonly known, but the Mercury astronauts each carried a survival knife, in case the capsule landed in difficult country. The company that made those knives for NASA is still around, and you can still buy one. #space #NASA 

https://t.co/foxo8kyil2",3,"Jeff Duntemann","Phoenix, AZ","Hard SF and technical writer, technical editor, professionally published for 45+ years. Twice on the final Hugo ballot. Politically independent. ARS: K7JPD.",590,-112.0740373,33.4483771
"2020-08-12 16:47:39","mark_tarello","PASS IT ON: Planets Venus, Mars, and the crescent Moon will appear in the southeast sky Thursday morning an hour before sunrise! #Space https://t.co/SHVsGAr8ox",27,"Mark Tarello","Mankato, Minnesota.","Chief Meteorologist at KEYC News Now. A CBS, FOX, & NBC affiliate. Bringing 23 years of TV weather experience to southern Minnesota & keeping you informed 24/7.",16556,-93.9993996,44.1635775
"2020-08-12 16:39:07","flippingtable","Body size, skin color, gender and  culture. It's for everyone. Act like it. We all desreve to enjoy choosing the character we want to be. Who is your favorite Cosplayer?

Creator • @CosmerArt 

#space #virus #digitalart #motivation #ftonerdtalk #prideart #cosplay #art https://t.co/856Zv7vTxr",3,"FTO: Nerd Talk - Black Lives Matter","Atlanta, GA","Welcome to FTO NERD TALK the best place for COMICS | Politics | Musician | Podcast | News. Atlanta, GA 🌈",2847,-84.3879824,33.7489954
"2020-08-12 16:32:52","Project__Rework","It's not everyday you get to #interview a @NASA #astronaut!  Check out our latest #pod with @Astro_Nicole who spent 104 day in space!  We talk about #art in #space, and lessons from the #ISS that can come home to earth.

https://t.co/Yegn6bBTTi

#NASA #space @NASA_Astronauts https://t.co/vdkwE1quFW",1,"Project Rework","Denver, CO","Elevate your workplace performance with cutting-edge research.  It's time to Rethink Work.",15,-104.990251,39.7392358
"2020-08-12 16:30:20","geoffnotkin","&gt; @ColorStem ask @DrSianProctor [star of our new, original #space series pictured] @shawnapandya @MikeMongo @tanyaofmars, etc. how as (relatively new) @nss president I'm one of those LEADING our diversity + inclusion progress. I invite to work with me/us instead of trolling. https://t.co/vFkzzaLVNd",10,"Geoffrey Notkin","Tucson, AZ","National Space Society President @NSS | TV host @MeteoriteMen | CEO @MeteoritesAZ | Emmy winner | @TEDx speaker | Author | Filmmaker | https://t.co/2gjTyOWvX3",15069,-110.9747108,32.2226066
"2020-08-12 16:17:11","rschradin","The incoming President of @sspi explains why she'll focus her tenure on increasing service and #diversity in the #space and #satellite industry. https://t.co/yZrlgxxGKH #diversityinSTEM",0,"Ryan Schradin","Fredericksburg, VA","Executive editor of multiple publications, including the GovSat Report, GovDesignHub and Modern Equipment Manufacturer. VP at Strategic Communications Group.",469,-77.4605399,38.3031837
"2020-08-12 15:53:52","RonaldTooTall","Broken Cable Damages #Arecibo Observatory | University of Central Florida News

#Science #Research #Space #Astronomy  https://t.co/RNlIHGu03P",1,"Ronald","Illinois, USA","Accountant/MBA. Finance, Leadership, Religion. Egalitarian, LGBT. 📚🗽🏳️‍🌈🎸🎵👨‍💻. #FactsMatter #YAllMeansAll #Resistance #FBR #FBPE Lang: 🇺🇸🇳🇱🇩🇪🇫🇷.",22173,-89.3985283,40.6331249
"2020-08-12 15:49:45","ARLab15","Isn’t Tenacity also the name of a herbicide brand? 🧐🤨😆
#space #tenacity https://t.co/Z0fHetrIMK",0,"Dr. Afshin Raouf","Winnipeg, Manitoba","I'm a @breastcancer researcher at @UManitoba. I will use my expertise & knowledge to report exciting and cutting edge research discoveries here.",55,-97.1368333333333,49.893
"2020-08-12 15:34:33","a_leinfelder","NASA's @OSIRISREx spacecraft has completed its final test and is preparing to touch the surface of asteroid Bennu to return samples to Earth #NASA #space #Bennu #asteroid https://t.co/pCc2dprdXr",0,"Andrea Leinfelder","Houston, TX","Space reporter @HoustonChron. Foodie, adventure seeker and dog mom. @UFlorida alumna. Send tips and favorite sci-fi references to andrea.leinfelder@chron.com.",3174,-95.3698028,29.7604267
"2020-08-12 15:23:39","newgenuniverse","Meet Tenacity! The first orbital Dream Chaser space plane! Affectionately called the space SUV, this little plane will be in charge of delivering cargo to and from the International Space Station! Read more about it below!
#dreamchaser #Space 

https://t.co/KQ3q1vVbKa",5,"NEW-GEN Universe","New York","NEW-GEN is the Sci-Fi Family Adventure of young heroes from a Utopian world destined to save Earth by wielding their extraordinary Nanotech powers.",26977,-74.0059728,40.7127753
"2020-08-12 14:58:57","cptarkennedy","On the 2 separate DAYS August 8 (2 observers) &amp; 9th (3 observers) we saw white translucent spheres traveling at great speed across the skyline in broad daylight high above plane contrails. #orbs #ufo #space #astronomy",0,"Anthony Kennedy","Eugene, OR","Empty nester dad stuff enthusiast. military retiree, social work, jeeps, labradors, cats, camping, consciousnesses, psychedelic meds-mycology, space, disclosure",251,-123.0867536,44.0520691
"2020-08-12 14:37:01","Q2storageW","Attention all business owners who are looking for more #space to grow your business.  

With our brand new office and Climate Controlled building, consider Q2 as a satellite location for your products and equipment today!  

@wilmingtonbiz @wilmington_biz https://t.co/FfHhjgcjkc",3,"Q2 Self Storage - Wilmington","Wilmington, NC","Q2 Self Storage is located Wilmington, NC with multiple sized units including Truck, RV & Boat parking available. Come visit us!

https://t.co/nn7WFFG1On",29,-77.8868117,34.2103894
"2020-08-12 14:36:33","DiabeticCyborgg","Can We Outrun Dark Energy In The Race To See The Universe? by @StartsWithABang in @startswithabang https://t.co/6WxY4NxOoN #DarkEnergy #Space #Science #Astronomy #Universe",0,"Adam, Diabetic Cyborg","Longview, TX","Stoic Optimist, mental Health/health advocate, geek, sneakerhead, pet lover, Historian, disabled blogger/vlogger w/ T1Diabetes, SPMS CSM MDD = redefined purpose",6282,-94.7404891,32.5007037
"2020-08-12 14:20:48","jonfen801","https://t.co/vR0tyvYq1G  I watched the movie Contact in my youth, and later in life I had a chance to visit this amazing place.  Now the @NAICobservatory is in my mind again.  #Space #Radio #Antenna",1,"Jonathan Morrison","Salt Lake City, UT","Learning is my drug.",56,-111.8910474,40.7607793
"2020-08-12 14:15:53","out_stem","Amazing story at the intersection of #publichealth and #Space. @NASAEarth project to predict cholera based on flooding and other observable effects from nature via satellites. https://t.co/0om5k1mBKH",0,"oSTEM - DC Chapter","Washington, D.C. ","Out in Science, Technology, Engineering, & Math's DC Professional Chapter 
Empowering LGBTQ+ STEM Professionals in the DMV region

Subscribe to our newsletter:",167,-77.0368707,38.9071923
"2020-08-12 14:10:41","mrandmrsmoneym1","Last night we drove an hr outside of town at 11pm in hopes to see the Perseids and we definitely were not disappointed!!! 

Saw ~20 in an hour and it was amazing! Also saw Jupiter, Saturn, Mars and the Milky Way!!! 🤩😱😳🤯
#PerseidsMeteorShower #MilkyWay #Space",0,"Mrs Money Magnet","Texas, USA","former blogger/wife/mom/seeking financial independence and the simple life!",1040,-99.9018131,31.9685988
"2020-08-12 14:08:38","Fang__Banger","Sh2-155 Cave Nebula is a diffuse nebula in the constellation Cepheus, within a larger nebula complex containing emission, reflection, and dark nebula its estimated distance is 2400 light-years from Earth
#Astrophotography 
#Space

Reprocessed this image I took back in July https://t.co/gDeWEBVpw8",2,"Cody Davis","Florida","Astrophotographer
Skywatcher 100mm doublet apo refractor
Skywatcher eqm 35 pro
Zwo asi294mc pro
Canon eos rebel t7/t3 non modified
Orion star shoot autoguider",533,-81.5157535,27.6648274
"2020-08-12 14:04:15","MargaretSiegien","Classifying #galaxies with #ArtificialIntelligence
#AI #Space #Science #UNIVERSE
#futureofwork 
V/@physorg_com cc:@MargaretSiegien @PawlowskiMario 

 https://t.co/QpG2bVPt88",6,"Margaret Siegien 💫 🌎🚀","Chicago , IL , USA","President at @iTrucker_ Passionate about #tech #AI #IoT #HealthTech #Innovation #EmergingTech #Space #SocialMedia #Science #SupplyChain #SMM #VR #AR #CES2021",3667,-87.6297982,41.8781136
"2020-08-12 13:53:19","galaxyalpha","#NASA maps #Beirut explosion damage from #space with satellites #BeirutExplosion  https://t.co/lIXFYA2kM9",0,"GalaxyAlpha 🇺🇸","Colorado, USA","Marxism is the enemy of individual freedom. Socialism is the enemy of economic prosperity. Communism is the death of both. -GA ...The galaxy next door awaits...",105,-105.7820674,39.5500507
"2020-08-12 13:47:51","JerryCallaio","#Science #Space #Astronomy #Physics #Cosmology #Technology #NASA 
#TESS is producing a torrent of high-quality observations providing valuable data across a wide range of science topics. 
https://t.co/nzXgRzotrF",2,"JerryCallaio","Florida","Pay No Attention 2 That Man Behind The Curtain!#PROGRESSIVE #LGBT #ACTIVIST Expose RWNJ Lies! #Technology #Science #Space #Astronomy #Cosmology #Physics #RESIST",13234,-81.5157535,27.6648274
"2020-08-12 13:15:59","TheGregoryBlair","My little #outdoor ""creative corner"". Who wants to join me when it’s safe, again? #writing #coffee #reading #creative #outside #outdoors #space #enjoy #enjoylife #getoutside #actor #writer #contentcreator #sunshine #happiness #nature #tuesdayvibes  #green #joinme #create #magic https://t.co/18shZxO8E2",0,"Gregory Blair","Hollywood, CA","Actor, writer, director, producer and writing consultant. 
Just don't call me ""Greg"".
https://t.co/DR4xGzFhtY
#SupportIndieFilm",1612,-118.333333333333,34.1
"2020-08-12 12:57:33","we_are_vaei","Today's Fun Educational Fact: Our galaxy, the Milky Way, and Andromeda, another spiral galaxy, are actually moving toward one another. Don't worry, most scientists believe the two will collide in about 4 billion years. #Science #STEM #Space https://t.co/gQAGHbuics",0,"VAEI","Grand Rapids, MI","A nonprofit organization dedicated to helping educators bring inquiry-based learning to life and engaging students in thinking and acting like scientists.",529,-85.6680863,42.9633599
"2020-08-12 12:55:45","JasonKanigan","How should #Space situational awareness and traffic be managed? @dinsleyr joins me on the Cold Star Project to share his views and experience https://t.co/UwtbFahAkG https://t.co/ru3sy8kMBf",1,"Jason Kanigan","Wilmington NC","Founder, Cold Star Tech: Solving big Space and terrestrial problems where compliance cultures, time-sensitive missions & drive to be the best meet.",502,-77.8868117,34.2103894
"2020-08-12 12:54:15","mehta_world","Remembering the Father of the Indian Space Program, Dr. Vikram Sarabhai, on his 101st birth anniversary. He is an inspiration to millions. 🙏🙏

#India #Space #VikramSarabhai #wednesdaymorning #WednesdayThoughts #WednesdayMotivation https://t.co/mCpduBIgbr",0,"Jay Mehta 🇮🇳🇨🇦","Montréal, Québec","Analytics professional, blogger, a cooking enthusiast.",302,-73.557,45.5053333333333
"2020-08-12 12:34:15","BuildTak","'The 3D printed firing skirts are absolutely crucial to the separation process. They make up a part of the cylindrical inter-stage structure that lines the 15.7m circumference of the rocket.'

#3DPrinting #Space #Mars #Technology https://t.co/WU4TpWK3Qo",1,"BuildTak","Maplewood, NJ","Ideal FFF 3D printing surface. Durable, heat resistant, adhesive material that prevents warping, allows for easy removal, and works with all build plates.",6247,-74.2693333333333,40.7263333333333
"2020-08-12 12:34:03","DavidBernknopf","one of the world's largest radio telescopes substantially damaged and now off line. #science #Space https://t.co/DzAPGS8WuV",0,"David Bernknopf","Arlington, VA","National Investigative Producer for Full Measure with Sharyl Attkisson. Travel photographer, music lover.",668,-73.94416,40.678177
"2020-08-12 12:27:34","mark_tarello","AWESOME! Perseid meteor shower sighting this week from southwest Minnesota. Photo courtesy of @judy_allen_here #MeteorShower #Space https://t.co/ZsSgWVne1P",13,"Mark Tarello","Mankato, Minnesota.","Chief Meteorologist at KEYC News Now. A CBS, FOX, & NBC affiliate. Bringing 23 years of TV weather experience to southern Minnesota & keeping you informed 24/7.",16556,-93.9993996,44.1635775
"2020-08-12 12:13:21","NecromanceRaven","The new armor protects against many threats not just ballistics. Crash protection of the #bikers #motorcycle heat shielding for the #firefighter and advance protections for the #military

Fly high burn hard! #spaceflight #space https://t.co/ngm75cupBV",2,"Brian Stofiel","St Louis, MO","""We are space cowboys and we aim to misbehave...""There is an infinite expanse to explore, let's get on with business @stofielaero #newspacerace #newspace #space",798,-90.1994042,38.6270025
